BedrockFileName,JavaFileName,MatchType
entity\wolf\wolf_chestnut.png,entity\wolf\wolf_chestnut.png,Exact Match
entity\wolf\wolf_chestnut_angry.png,entity\wolf\wolf_chestnut_angry.png,Exact Match
entity\wolf\wolf_rusty.png,entity\wolf\wolf_rusty.png,Exact Match
entity\wolf\wolf_rusty_angry.png,entity\wolf\wolf_rusty_angry.png,Exact Match
entity\wolf\wolf_snowy.png,entity\wolf\wolf_snowy.png,Exact Match
entity\wolf\wolf_snowy_angry.png,entity\wolf\wolf_snowy_angry.png,Exact Match
entity\wolf\wolf_spotted.png,entity\wolf\wolf_spotted.png,Exact Match
entity\wolf\wolf_spotted_angry.png,entity\wolf\wolf_spotted_angry.png,Exact Match
entity\wolf\wolf_striped.png,entity\wolf\wolf_striped.png,Exact Match
entity\wolf\wolf_striped_angry.png,entity\wolf\wolf_striped_angry.png,Exact Match
entity\wolf\wolf_woods.png,entity\wolf\wolf_woods.png,Exact Match
entity\wolf\wolf_woods_angry.png,entity\wolf\wolf_woods_angry.png,Exact Match
entity\zombie_villager2\zombie-villager.png,entity\zombie_villager\zombie_villager.png,"Same Image, Different Name"
environment\destroy_stage_0.png,block\destroy_stage_0.png,"Same Image, Different Name"
environment\destroy_stage_1.png,block\destroy_stage_1.png,"Same Image, Different Name"
environment\destroy_stage_2.png,block\destroy_stage_2.png,"Same Image, Different Name"
environment\destroy_stage_3.png,block\destroy_stage_3.png,"Same Image, Different Name"
environment\destroy_stage_4.png,block\destroy_stage_4.png,"Same Image, Different Name"
environment\destroy_stage_5.png,block\destroy_stage_5.png,"Same Image, Different Name"
environment\destroy_stage_6.png,block\destroy_stage_6.png,"Same Image, Different Name"
environment\destroy_stage_7.png,block\destroy_stage_7.png,"Same Image, Different Name"
environment\destroy_stage_8.png,block\destroy_stage_8.png,"Same Image, Different Name"
environment\destroy_stage_9.png,block\destroy_stage_9.png,"Same Image, Different Name"
environment\moon_phases.png,environment\moon_phases.png,Exact Match
environment\sun.png,environment\sun.png,Exact Match
gui\newgui\mob_effects\village_hero_effect.png,mob_effect\hero_of_the_village.png,"Same Image, Different Name"
items\acacia_chest_boat.png,item\acacia_chest_boat.png,"Same Image, Different Name"
items\acacia_hanging_sign.png,item\acacia_hanging_sign.png,"Same Image, Different Name"
items\amethyst_shard.png,item\amethyst_shard.png,"Same Image, Different Name"
items\angler_pottery_sherd.png,item\angler_pottery_sherd.png,"Same Image, Different Name"
items\apple.png,item\apple.png,"Same Image, Different Name"
items\apple_golden.png,item\golden_apple.png,"Same Image, Different Name"
items\archer_pottery_sherd.png,item\archer_pottery_sherd.png,"Same Image, Different Name"
items\armadillo_scute.png,item\armadillo_scute.png,"Same Image, Different Name"
items\armor_stand.png,item\armor_stand.png,"Same Image, Different Name"
items\arms_up_pottery_sherd.png,item\arms_up_pottery_sherd.png,"Same Image, Different Name"
items\arrow.png,item\arrow.png,"Same Image, Different Name"
items\bamboo.png,item\bamboo.png,"Same Image, Different Name"
items\bamboo_chest_raft.png,item\bamboo_chest_raft.png,"Same Image, Different Name"
items\bamboo_door.png,item\bamboo_door.png,"Same Image, Different Name"
items\bamboo_hanging_sign.png,item\bamboo_hanging_sign.png,"Same Image, Different Name"
items\bamboo_raft.png,item\bamboo_raft.png,"Same Image, Different Name"
items\bamboo_sign.png,item\bamboo_sign.png,"Same Image, Different Name"
items\beef_cooked.png,item\cooked_beef.png,"Same Image, Different Name"
items\beef_raw.png,item\beef.png,"Same Image, Different Name"
items\beetroot.png,item\beetroot.png,"Same Image, Different Name"
items\beetroot_soup.png,item\beetroot_soup.png,"Same Image, Different Name"
items\birch_chest_boat.png,item\birch_chest_boat.png,"Same Image, Different Name"
items\birch_hanging_sign.png,item\birch_hanging_sign.png,"Same Image, Different Name"
items\blade_pottery_sherd.png,item\blade_pottery_sherd.png,"Same Image, Different Name"
items\blaze_powder.png,item\blaze_powder.png,"Same Image, Different Name"
items\blaze_rod.png,item\blaze_rod.png,"Same Image, Different Name"
items\blue_egg.png,item\blue_egg.png,"Same Image, Different Name"
items\boat_acacia.png,item\acacia_boat.png,"Same Image, Different Name"
items\boat_birch.png,item\birch_boat.png,"Same Image, Different Name"
items\boat_darkoak.png,item\dark_oak_boat.png,"Same Image, Different Name"
items\boat_jungle.png,item\jungle_boat.png,"Same Image, Different Name"
items\boat_oak.png,item\oak_boat.png,"Same Image, Different Name"
items\boat_spruce.png,item\spruce_boat.png,"Same Image, Different Name"
items\bolt_armor_trim_smithing_template.png,item\bolt_armor_trim_smithing_template.png,"Same Image, Different Name"
items\bone.png,item\bone.png,"Same Image, Different Name"
items\book_enchanted.png,item\enchanted_book.png,"Same Image, Different Name"
items\book_normal.png,item\book.png,"Same Image, Different Name"
items\book_writable.png,item\writable_book.png,"Same Image, Different Name"
items\book_written.png,item\written_book.png,"Same Image, Different Name"
items\bordure_indented_banner_pattern.png,item\bordure_indented_banner_pattern.png,"Same Image, Different Name"
items\bowl.png,item\bowl.png,"Same Image, Different Name"
items\bow_pulling_0.png,item\bow_pulling_0.png,"Same Image, Different Name"
items\bow_pulling_1.png,item\bow_pulling_1.png,"Same Image, Different Name"
items\bow_pulling_2.png,item\bow_pulling_2.png,"Same Image, Different Name"
items\bow_standby.png,item\bow.png,"Same Image, Different Name"
items\bread.png,item\bread.png,"Same Image, Different Name"
items\breeze_rod.png,item\breeze_rod.png,"Same Image, Different Name"
items\brewer_pottery_sherd.png,item\brewer_pottery_sherd.png,"Same Image, Different Name"
items\brewing_stand.png,item\brewing_stand.png,"Same Image, Different Name"
items\brick.png,item\brick.png,"Same Image, Different Name"
items\broken_elytra.png,item\elytra_broken.png,"Same Image, Different Name"
items\brown_egg.png,item\brown_egg.png,"Same Image, Different Name"
items\brush.png,item\brush.png,"Same Image, Different Name"
items\bucket_axolotl.png,item\axolotl_bucket.png,"Same Image, Different Name"
items\bucket_cod.png,item\cod_bucket.png,"Same Image, Different Name"
items\bucket_empty.png,item\bucket.png,"Same Image, Different Name"
items\bucket_lava.png,item\lava_bucket.png,"Same Image, Different Name"
items\bucket_milk.png,item\milk_bucket.png,"Same Image, Different Name"
items\bucket_powder_snow.png,item\powder_snow_bucket.png,"Same Image, Different Name"
items\bucket_pufferfish.png,item\pufferfish_bucket.png,"Same Image, Different Name"
items\bucket_salmon.png,item\salmon_bucket.png,"Same Image, Different Name"
items\bucket_tadpole.png,item\tadpole_bucket.png,"Same Image, Different Name"
items\bucket_tropical.png,item\tropical_fish_bucket.png,"Same Image, Different Name"
items\bucket_water.png,item\water_bucket.png,"Same Image, Different Name"
items\bundle.png,item\bundle.png,"Same Image, Different Name"
items\bundle_black.png,item\black_bundle.png,"Same Image, Different Name"
items\bundle_black_open_back.png,item\black_bundle_open_back.png,"Same Image, Different Name"
items\bundle_blue.png,item\blue_bundle.png,"Same Image, Different Name"
items\bundle_blue_open_back.png,item\blue_bundle_open_back.png,"Same Image, Different Name"
items\bundle_blue_open_front.png,item\blue_bundle_open_front.png,"Same Image, Different Name"
items\bundle_brown.png,item\brown_bundle.png,"Same Image, Different Name"
items\bundle_brown_open_back.png,item\brown_bundle_open_back.png,"Same Image, Different Name"
items\bundle_cyan.png,item\cyan_bundle.png,"Same Image, Different Name"
items\bundle_cyan_open_back.png,item\cyan_bundle_open_back.png,"Same Image, Different Name"
items\bundle_gray.png,item\gray_bundle.png,"Same Image, Different Name"
items\bundle_gray_open_back.png,item\gray_bundle_open_back.png,"Same Image, Different Name"
items\bundle_green.png,item\green_bundle.png,"Same Image, Different Name"
items\bundle_green_open_back.png,item\green_bundle_open_back.png,"Same Image, Different Name"
items\bundle_light_blue.png,item\light_blue_bundle.png,"Same Image, Different Name"
items\bundle_light_blue_open_back.png,item\light_blue_bundle_open_back.png,"Same Image, Different Name"
items\bundle_light_gray.png,item\light_gray_bundle.png,"Same Image, Different Name"
items\bundle_light_gray_open_back.png,item\light_gray_bundle_open_back.png,"Same Image, Different Name"
items\bundle_lime.png,item\lime_bundle.png,"Same Image, Different Name"
items\bundle_lime_open_back.png,item\lime_bundle_open_back.png,"Same Image, Different Name"
items\bundle_magenta.png,item\magenta_bundle.png,"Same Image, Different Name"
items\bundle_magenta_open_back.png,item\magenta_bundle_open_back.png,"Same Image, Different Name"
items\bundle_magenta_open_front.png,item\magenta_bundle_open_front.png,"Same Image, Different Name"
items\bundle_open_back.png,item\bundle_open_back.png,"Same Image, Different Name"
items\bundle_orange.png,item\orange_bundle.png,"Same Image, Different Name"
items\bundle_orange_open_back.png,item\orange_bundle_open_back.png,"Same Image, Different Name"
items\bundle_pink.png,item\pink_bundle.png,"Same Image, Different Name"
items\bundle_pink_open_back.png,item\pink_bundle_open_back.png,"Same Image, Different Name"
items\bundle_purple.png,item\purple_bundle.png,"Same Image, Different Name"
items\bundle_purple_open_back.png,item\purple_bundle_open_back.png,"Same Image, Different Name"
items\bundle_purple_open_front.png,item\purple_bundle_open_front.png,"Same Image, Different Name"
items\bundle_red.png,item\red_bundle.png,"Same Image, Different Name"
items\bundle_red_open_back.png,item\red_bundle_open_back.png,"Same Image, Different Name"
items\bundle_white.png,item\white_bundle.png,"Same Image, Different Name"
items\bundle_white_open_back.png,item\white_bundle_open_back.png,"Same Image, Different Name"
items\bundle_yellow.png,item\yellow_bundle.png,"Same Image, Different Name"
items\bundle_yellow_open_back.png,item\yellow_bundle_open_back.png,"Same Image, Different Name"
items\burn_pottery_sherd.png,item\burn_pottery_sherd.png,"Same Image, Different Name"
items\cake.png,item\cake.png,"Same Image, Different Name"
items\campfire.png,item\campfire.png,"Same Image, Different Name"
items\carrot.png,item\carrot.png,"Same Image, Different Name"
items\carrot_golden.png,item\golden_carrot.png,"Same Image, Different Name"
items\carrot_on_a_stick.png,item\carrot_on_a_stick.png,"Same Image, Different Name"
items\cauldron.png,item\cauldron.png,"Same Image, Different Name"
items\chain.png,item\chain.png,"Same Image, Different Name"
items\chainmail_boots.png,item\chainmail_boots.png,"Same Image, Different Name"
items\chainmail_chestplate.png,item\chainmail_chestplate.png,"Same Image, Different Name"
items\chainmail_helmet.png,item\chainmail_helmet.png,"Same Image, Different Name"
items\chainmail_leggings.png,item\chainmail_leggings.png,"Same Image, Different Name"
items\charcoal.png,item\charcoal.png,"Same Image, Different Name"
items\cherry_boat.png,item\cherry_boat.png,"Same Image, Different Name"
items\cherry_chest_boat.png,item\cherry_chest_boat.png,"Same Image, Different Name"
items\cherry_door.png,item\cherry_door.png,"Same Image, Different Name"
items\cherry_hanging_sign.png,item\cherry_hanging_sign.png,"Same Image, Different Name"
items\cherry_sign.png,item\cherry_sign.png,"Same Image, Different Name"
items\chicken_cooked.png,item\cooked_chicken.png,"Same Image, Different Name"
items\chicken_raw.png,item\chicken.png,"Same Image, Different Name"
items\chorus_fruit.png,item\chorus_fruit.png,"Same Image, Different Name"
items\chorus_fruit_popped.png,item\popped_chorus_fruit.png,"Same Image, Different Name"
items\clay_ball.png,item\clay_ball.png,"Same Image, Different Name"
items\clock_item.png,item\clock_00.png,"Same Image, Different Name"
items\coal.png,item\coal.png,"Same Image, Different Name"
items\coast_armor_trim_smithing_template.png,item\coast_armor_trim_smithing_template.png,"Same Image, Different Name"
items\comparator.png,item\comparator.png,"Same Image, Different Name"
items\compass_item.png,item\compass_19.png,"Same Image, Different Name"
items\cookie.png,item\cookie.png,"Same Image, Different Name"
items\copper_door.png,item\copper_door.png,"Same Image, Different Name"
items\copper_ingot.png,item\copper_ingot.png,"Same Image, Different Name"
items\creeper_banner_pattern.png,item\creeper_banner_pattern.png,"Same Image, Different Name"
items\crimson_door.png,item\crimson_door.png,"Same Image, Different Name"
items\crimson_hanging_sign.png,item\crimson_hanging_sign.png,"Same Image, Different Name"
items\crossbow_arrow.png,item\crossbow_arrow.png,"Same Image, Different Name"
items\crossbow_firework.png,item\crossbow_firework.png,"Same Image, Different Name"
items\crossbow_pulling_0.png,item\crossbow_pulling_0.png,"Same Image, Different Name"
items\crossbow_pulling_1.png,item\crossbow_pulling_1.png,"Same Image, Different Name"
items\crossbow_pulling_2.png,item\crossbow_pulling_2.png,"Same Image, Different Name"
items\crossbow_standby.png,item\crossbow_standby.png,"Same Image, Different Name"
items\danger_pottery_sherd.png,item\danger_pottery_sherd.png,"Same Image, Different Name"
items\dark_oak_chest_boat.png,item\dark_oak_chest_boat.png,"Same Image, Different Name"
items\dark_oak_hanging_sign.png,item\dark_oak_hanging_sign.png,"Same Image, Different Name"
items\diamond.png,item\diamond.png,"Same Image, Different Name"
items\diamond_axe.png,item\diamond_axe.png,"Same Image, Different Name"
items\diamond_boots.png,item\diamond_boots.png,"Same Image, Different Name"
items\diamond_chestplate.png,item\diamond_chestplate.png,"Same Image, Different Name"
items\diamond_helmet.png,item\diamond_helmet.png,"Same Image, Different Name"
items\diamond_hoe.png,item\diamond_hoe.png,"Same Image, Different Name"
items\diamond_horse_armor.png,item\diamond_horse_armor.png,"Same Image, Different Name"
items\diamond_leggings.png,item\diamond_leggings.png,"Same Image, Different Name"
items\diamond_pickaxe.png,item\diamond_pickaxe.png,"Same Image, Different Name"
items\diamond_shovel.png,item\diamond_shovel.png,"Same Image, Different Name"
items\diamond_sword.png,item\diamond_sword.png,"Same Image, Different Name"
items\disc_fragment_5.png,item\disc_fragment_5.png,"Same Image, Different Name"
items\door_acacia.png,item\acacia_door.png,"Same Image, Different Name"
items\door_birch.png,item\birch_door.png,"Same Image, Different Name"
items\door_dark_oak.png,item\dark_oak_door.png,"Same Image, Different Name"
items\door_iron.png,item\iron_door.png,"Same Image, Different Name"
items\door_jungle.png,item\jungle_door.png,"Same Image, Different Name"
items\door_spruce.png,item\spruce_door.png,"Same Image, Different Name"
items\door_wood.png,item\oak_door.png,"Same Image, Different Name"
items\dragons_breath.png,item\dragon_breath.png,"Same Image, Different Name"
items\dried_kelp.png,item\dried_kelp.png,"Same Image, Different Name"
items\dune_armor_trim_smithing_template.png,item\dune_armor_trim_smithing_template.png,"Same Image, Different Name"
items\dye_powder_black.png,item\ink_sac.png,"Same Image, Different Name"
items\dye_powder_black_new.png,item\black_dye.png,"Same Image, Different Name"
items\dye_powder_blue.png,item\lapis_lazuli.png,"Same Image, Different Name"
items\dye_powder_blue_new.png,item\blue_dye.png,"Same Image, Different Name"
items\dye_powder_brown.png,item\cocoa_beans.png,"Same Image, Different Name"
items\dye_powder_brown_new.png,item\brown_dye.png,"Same Image, Different Name"
items\dye_powder_cyan.png,item\cyan_dye.png,"Same Image, Different Name"
items\dye_powder_glow.png,item\glow_ink_sac.png,"Same Image, Different Name"
items\dye_powder_gray.png,item\gray_dye.png,"Same Image, Different Name"
items\dye_powder_green.png,item\green_dye.png,"Same Image, Different Name"
items\dye_powder_light_blue.png,item\light_blue_dye.png,"Same Image, Different Name"
items\dye_powder_lime.png,item\lime_dye.png,"Same Image, Different Name"
items\dye_powder_magenta.png,item\magenta_dye.png,"Same Image, Different Name"
items\dye_powder_orange.png,item\orange_dye.png,"Same Image, Different Name"
items\dye_powder_pink.png,item\pink_dye.png,"Same Image, Different Name"
items\dye_powder_purple.png,item\purple_dye.png,"Same Image, Different Name"
items\dye_powder_red.png,item\red_dye.png,"Same Image, Different Name"
items\dye_powder_silver.png,item\light_gray_dye.png,"Same Image, Different Name"
items\dye_powder_white.png,item\bone_meal.png,"Same Image, Different Name"
items\dye_powder_white_new.png,item\white_dye.png,"Same Image, Different Name"
items\dye_powder_yellow.png,item\yellow_dye.png,"Same Image, Different Name"
items\echo_shard.png,item\echo_shard.png,"Same Image, Different Name"
items\egg.png,item\egg.png,"Same Image, Different Name"
items\elytra.png,item\elytra.png,"Same Image, Different Name"
items\emerald.png,item\emerald.png,"Same Image, Different Name"
items\ender_eye.png,item\ender_eye.png,"Same Image, Different Name"
items\ender_pearl.png,item\ender_pearl.png,"Same Image, Different Name"
items\end_crystal.png,item\end_crystal.png,"Same Image, Different Name"
items\experience_bottle.png,item\experience_bottle.png,"Same Image, Different Name"
items\explorer_pottery_sherd.png,item\explorer_pottery_sherd.png,"Same Image, Different Name"
items\exposed_copper_door.png,item\exposed_copper_door.png,"Same Image, Different Name"
items\eye_armor_trim_smithing_template.png,item\eye_armor_trim_smithing_template.png,"Same Image, Different Name"
items\feather.png,item\feather.png,"Same Image, Different Name"
items\field_masoned_banner_pattern.png,item\field_masoned_banner_pattern.png,"Same Image, Different Name"
items\fireball.png,item\fire_charge.png,"Same Image, Different Name"
items\fireworks.png,item\firework_rocket.png,"Same Image, Different Name"
items\fishing_rod_cast.png,item\fishing_rod_cast.png,"Same Image, Different Name"
items\fishing_rod_uncast.png,item\fishing_rod.png,"Same Image, Different Name"
items\fish_clownfish_raw.png,item\tropical_fish.png,"Same Image, Different Name"
items\fish_cooked.png,item\cooked_cod.png,"Same Image, Different Name"
items\fish_pufferfish_raw.png,item\pufferfish.png,"Same Image, Different Name"
items\fish_raw.png,item\cod.png,"Same Image, Different Name"
items\fish_salmon_cooked.png,item\cooked_salmon.png,"Same Image, Different Name"
items\fish_salmon_raw.png,item\salmon.png,"Same Image, Different Name"
items\flint.png,item\flint.png,"Same Image, Different Name"
items\flint_and_steel.png,item\flint_and_steel.png,"Same Image, Different Name"
items\flower_banner_pattern.png,item\flower_banner_pattern.png,"Same Image, Different Name"
items\flower_pot.png,item\flower_pot.png,"Same Image, Different Name"
items\flow_armor_trim_smithing_template.png,item\flow_armor_trim_smithing_template.png,"Same Image, Different Name"
items\flow_banner_pattern.png,item\flow_banner_pattern.png,"Same Image, Different Name"
items\flow_pottery_sherd.png,item\flow_pottery_sherd.png,"Same Image, Different Name"
items\friend_pottery_sherd.png,item\friend_pottery_sherd.png,"Same Image, Different Name"
items\ghast_tear.png,item\ghast_tear.png,"Same Image, Different Name"
items\globe_banner_pattern.png,item\globe_banner_pattern.png,"Same Image, Different Name"
items\glowstone_dust.png,item\glowstone_dust.png,"Same Image, Different Name"
items\glow_berries.png,item\glow_berries.png,"Same Image, Different Name"
items\glow_item_frame.png,item\glow_item_frame.png,"Same Image, Different Name"
items\goat_horn.png,item\goat_horn.png,"Same Image, Different Name"
items\gold_axe.png,item\golden_axe.png,"Same Image, Different Name"
items\gold_boots.png,item\golden_boots.png,"Same Image, Different Name"
items\gold_chestplate.png,item\golden_chestplate.png,"Same Image, Different Name"
items\gold_helmet.png,item\golden_helmet.png,"Same Image, Different Name"
items\gold_hoe.png,item\golden_hoe.png,"Same Image, Different Name"
items\gold_horse_armor.png,item\golden_horse_armor.png,"Same Image, Different Name"
items\gold_ingot.png,item\gold_ingot.png,"Same Image, Different Name"
items\gold_leggings.png,item\golden_leggings.png,"Same Image, Different Name"
items\gold_nugget.png,item\gold_nugget.png,"Same Image, Different Name"
items\gold_pickaxe.png,item\golden_pickaxe.png,"Same Image, Different Name"
items\gold_shovel.png,item\golden_shovel.png,"Same Image, Different Name"
items\gold_sword.png,item\golden_sword.png,"Same Image, Different Name"
items\gunpowder.png,item\gunpowder.png,"Same Image, Different Name"
items\guster_banner_pattern.png,item\guster_banner_pattern.png,"Same Image, Different Name"
items\guster_pottery_sherd.png,item\guster_pottery_sherd.png,"Same Image, Different Name"
items\heartbreak_pottery_sherd.png,item\heartbreak_pottery_sherd.png,"Same Image, Different Name"
items\heartofthesea_closed.png,item\heart_of_the_sea.png,"Same Image, Different Name"
items\heart_pottery_sherd.png,item\heart_pottery_sherd.png,"Same Image, Different Name"
items\honey_bottle.png,item\honey_bottle.png,"Same Image, Different Name"
items\hopper.png,item\hopper.png,"Same Image, Different Name"
items\host_armor_trim_smithing_template.png,item\host_armor_trim_smithing_template.png,"Same Image, Different Name"
items\howl_pottery_sherd.png,item\howl_pottery_sherd.png,"Same Image, Different Name"
items\iron_axe.png,item\iron_axe.png,"Same Image, Different Name"
items\iron_boots.png,item\iron_boots.png,"Same Image, Different Name"
items\iron_chestplate.png,item\iron_chestplate.png,"Same Image, Different Name"
items\iron_helmet.png,item\iron_helmet.png,"Same Image, Different Name"
items\iron_hoe.png,item\iron_hoe.png,"Same Image, Different Name"
items\iron_ingot.png,item\iron_ingot.png,"Same Image, Different Name"
items\iron_leggings.png,item\iron_leggings.png,"Same Image, Different Name"
items\iron_nugget.png,item\iron_nugget.png,"Same Image, Different Name"
items\iron_pickaxe.png,item\iron_pickaxe.png,"Same Image, Different Name"
items\iron_shovel.png,item\iron_shovel.png,"Same Image, Different Name"
items\iron_sword.png,item\iron_sword.png,"Same Image, Different Name"
items\item_frame.png,item\item_frame.png,"Same Image, Different Name"
items\jungle_chest_boat.png,item\jungle_chest_boat.png,"Same Image, Different Name"
items\jungle_hanging_sign.png,item\jungle_hanging_sign.png,"Same Image, Different Name"
items\kelp.png,item\kelp.png,"Same Image, Different Name"
items\lantern.png,item\lantern.png,"Same Image, Different Name"
items\lead.png,item\lead.png,"Same Image, Different Name"
items\leaf_litter.png,item\leaf_litter.png,"Same Image, Different Name"
items\leather.png,item\leather.png,"Same Image, Different Name"
items\leather_chestplate.png,item\leather_chestplate.png,"Same Image, Different Name"
items\mace.png,item\mace.png,"Same Image, Different Name"
items\magma_cream.png,item\magma_cream.png,"Same Image, Different Name"
items\mangrove_boat.png,item\mangrove_boat.png,"Same Image, Different Name"
items\mangrove_chest_boat.png,item\mangrove_chest_boat.png,"Same Image, Different Name"
items\mangrove_door.png,item\mangrove_door.png,"Same Image, Different Name"
items\mangrove_hanging_sign.png,item\mangrove_hanging_sign.png,"Same Image, Different Name"
items\mangrove_propagule.png,item\mangrove_propagule.png,"Same Image, Different Name"
items\mangrove_sign.png,item\mangrove_sign.png,"Same Image, Different Name"
items\map_empty.png,item\filled_map.png,"Same Image, Different Name"
items\melon.png,item\melon_slice.png,"Same Image, Different Name"
items\melon_speckled.png,item\glistering_melon_slice.png,"Same Image, Different Name"
items\minecart_chest.png,item\chest_minecart.png,"Same Image, Different Name"
items\minecart_command_block.png,item\command_block_minecart.png,"Same Image, Different Name"
items\minecart_furnace.png,item\furnace_minecart.png,"Same Image, Different Name"
items\minecart_hopper.png,item\hopper_minecart.png,"Same Image, Different Name"
items\minecart_normal.png,item\minecart.png,"Same Image, Different Name"
items\minecart_tnt.png,item\tnt_minecart.png,"Same Image, Different Name"
items\miner_pottery_sherd.png,item\miner_pottery_sherd.png,"Same Image, Different Name"
items\mojang_banner_pattern.png,item\mojang_banner_pattern.png,"Same Image, Different Name"
items\mourner_pottery_sherd.png,item\mourner_pottery_sherd.png,"Same Image, Different Name"
items\mushroom_stew.png,item\mushroom_stew.png,"Same Image, Different Name"
items\music_disc_creator.png,item\music_disc_creator.png,"Same Image, Different Name"
items\music_disc_creator_music_box.png,item\music_disc_creator_music_box.png,"Same Image, Different Name"
items\music_disc_precipice.png,item\music_disc_precipice.png,"Same Image, Different Name"
items\music_disc_relic.png,item\music_disc_relic.png,"Same Image, Different Name"
items\mutton_cooked.png,item\cooked_mutton.png,"Same Image, Different Name"
items\mutton_raw.png,item\mutton.png,"Same Image, Different Name"
items\name_tag.png,item\name_tag.png,"Same Image, Different Name"
items\nautilus.png,item\nautilus_shell.png,"Same Image, Different Name"
items\netherbrick.png,item\nether_brick.png,"Same Image, Different Name"
items\netherite_axe.png,item\netherite_axe.png,"Same Image, Different Name"
items\netherite_boots.png,item\netherite_boots.png,"Same Image, Different Name"
items\netherite_chestplate.png,item\netherite_chestplate.png,"Same Image, Different Name"
items\netherite_helmet.png,item\netherite_helmet.png,"Same Image, Different Name"
items\netherite_hoe.png,item\netherite_hoe.png,"Same Image, Different Name"
items\netherite_ingot.png,item\netherite_ingot.png,"Same Image, Different Name"
items\netherite_leggings.png,item\netherite_leggings.png,"Same Image, Different Name"
items\netherite_pickaxe.png,item\netherite_pickaxe.png,"Same Image, Different Name"
items\netherite_scrap.png,item\netherite_scrap.png,"Same Image, Different Name"
items\netherite_shovel.png,item\netherite_shovel.png,"Same Image, Different Name"
items\netherite_sword.png,item\netherite_sword.png,"Same Image, Different Name"
items\netherite_upgrade_smithing_template.png,item\netherite_upgrade_smithing_template.png,"Same Image, Different Name"
items\nether_sprouts.png,item\nether_sprouts.png,"Same Image, Different Name"
items\nether_star.png,item\nether_star.png,"Same Image, Different Name"
items\nether_wart.png,item\nether_wart.png,"Same Image, Different Name"
items\oak_chest_boat.png,item\oak_chest_boat.png,"Same Image, Different Name"
items\oak_hanging_sign.png,item\oak_hanging_sign.png,"Same Image, Different Name"
items\ominous_bottle.png,item\ominous_bottle.png,"Same Image, Different Name"
items\ominous_trial_key.png,item\ominous_trial_key.png,"Same Image, Different Name"
items\oxidized_copper_door.png,item\oxidized_copper_door.png,"Same Image, Different Name"
items\painting.png,item\painting.png,"Same Image, Different Name"
items\pale_oak_boat.png,item\pale_oak_boat.png,"Same Image, Different Name"
items\pale_oak_chest_boat.png,item\pale_oak_chest_boat.png,"Same Image, Different Name"
items\pale_oak_door.png,item\pale_oak_door.png,"Same Image, Different Name"
items\pale_oak_hanging_sign.png,item\pale_oak_hanging_sign.png,"Same Image, Different Name"
items\pale_oak_sign.png,item\pale_oak_sign.png,"Same Image, Different Name"
items\paper.png,item\paper.png,"Same Image, Different Name"
items\phantom_membrane.png,item\phantom_membrane.png,"Same Image, Different Name"
items\piglin_banner_pattern.png,item\piglin_banner_pattern.png,"Same Image, Different Name"
items\pitcher_pod.png,item\pitcher_pod.png,"Same Image, Different Name"
items\plenty_pottery_sherd.png,item\plenty_pottery_sherd.png,"Same Image, Different Name"
items\porkchop_cooked.png,item\cooked_porkchop.png,"Same Image, Different Name"
items\porkchop_raw.png,item\porkchop.png,"Same Image, Different Name"
items\potato.png,item\potato.png,"Same Image, Different Name"
items\potato_baked.png,item\baked_potato.png,"Same Image, Different Name"
items\potato_poisonous.png,item\poisonous_potato.png,"Same Image, Different Name"
items\potion_bottle_empty.png,item\glass_bottle.png,"Same Image, Different Name"
items\potion_bottle_lingering_empty.png,item\lingering_potion.png,"Same Image, Different Name"
items\prismarine_crystals.png,item\prismarine_crystals.png,"Same Image, Different Name"
items\prismarine_shard.png,item\prismarine_shard.png,"Same Image, Different Name"
items\prize_pottery_sherd.png,item\prize_pottery_sherd.png,"Same Image, Different Name"
items\pumpkin_pie.png,item\pumpkin_pie.png,"Same Image, Different Name"
items\quartz.png,item\quartz.png,"Same Image, Different Name"
items\rabbit_cooked.png,item\cooked_rabbit.png,"Same Image, Different Name"
items\rabbit_foot.png,item\rabbit_foot.png,"Same Image, Different Name"
items\rabbit_hide.png,item\rabbit_hide.png,"Same Image, Different Name"
items\rabbit_raw.png,item\rabbit.png,"Same Image, Different Name"
items\rabbit_stew.png,item\rabbit_stew.png,"Same Image, Different Name"
items\raiser_armor_trim_smithing_template.png,item\raiser_armor_trim_smithing_template.png,"Same Image, Different Name"
items\raw_copper.png,item\raw_copper.png,"Same Image, Different Name"
items\raw_gold.png,item\raw_gold.png,"Same Image, Different Name"
items\raw_iron.png,item\raw_iron.png,"Same Image, Different Name"
items\record_11.png,item\music_disc_11.png,"Same Image, Different Name"
items\record_13.png,item\music_disc_13.png,"Same Image, Different Name"
items\record_5.png,item\music_disc_5.png,"Same Image, Different Name"
items\record_blocks.png,item\music_disc_blocks.png,"Same Image, Different Name"
items\record_cat.png,item\music_disc_cat.png,"Same Image, Different Name"
items\record_chirp.png,item\music_disc_chirp.png,"Same Image, Different Name"
items\record_far.png,item\music_disc_far.png,"Same Image, Different Name"
items\record_mall.png,item\music_disc_mall.png,"Same Image, Different Name"
items\record_mellohi.png,item\music_disc_mellohi.png,"Same Image, Different Name"
items\record_otherside.png,item\music_disc_otherside.png,"Same Image, Different Name"
items\record_pigstep.png,item\music_disc_pigstep.png,"Same Image, Different Name"
items\record_stal.png,item\music_disc_stal.png,"Same Image, Different Name"
items\record_strad.png,item\music_disc_strad.png,"Same Image, Different Name"
